ticker,event,sector,action,direction,alpha,beta_mkt,beta_smb,beta_hml,r_squared,n_obs
EXC,2025-10-30,Utilities,-25 bp,cut,0.00018075024983241425,0.19266186812748026,-0.45081907014000766,0.5651456133922812,0.16583130072839714,220
EXC,2025-12-11,Utilities,-25 bp,cut,0.0007941528355709527,0.19722306916943605,-0.4225608625664148,0.6239802680691383,0.16701570397928478,220
AAPL,2022-03-17,Tech,+25 bp,hike,0.0010663847444843375,1.2500409717110732,-0.3881211602140945,-0.3087842227963442,0.5871127611822771,220
AAPL,2022-06-16,Tech,+75 bp,hike,0.0012161055364755262,1.1034861485231058,-0.39083609200108804,-0.25551975269938554,0.6603498071511769,220
AAPL,2022-09-22,Tech,+75 bp,hike,0.0013482933334766026,1.1138865675248302,-0.3742229918312569,-0.27483804190241884,0.7535813760394932,220
AAPL,2023-03-23,Tech,+25 bp,hike,0.0002655096684210965,1.212559371753895,-0.5789325537797863,-0.3922389220795186,0.7879740645394464,220
AAPL,2024-09-19,Tech,-50 bp,cut,0.00013664317010459272,0.9256867360142748,-0.02646726377850193,-0.4338224755452803,0.33869799059321415,220
AAPL,2024-12-19,Tech,-25 bp,cut,-0.00024439115475931045,0.8649837274571844,0.05221812964217504,-0.39595886037272154,0.31721683701538594,220
AAPL,2025-09-18,Tech,-25 bp,cut,-0.0010799852243966281,1.3197217389554359,-0.44474599236801393,0.02303836111709504,0.6065994492002886,220
AAPL,2025-10-30,Tech,-25 bp,cut,-0.0006993267607962676,1.3167402152654917,-0.4351483359582168,0.02371143338295877,0.5729491668233967,220
AAPL,2025-12-11,Tech,-25 bp,cut,-0.0005030116683116064,1.388390516615809,-0.3683785814671616,0.1760379386856921,0.5901107144877287,220
MSFT,2022-03-17,Tech,+25 bp,hike,0.0007199157411706932,1.1362727957110497,-0.5074219241017396,-0.4208605108033158,0.6822405106155713,220
MSFT,2022-06-16,Tech,+75 bp,hike,0.0008597653377512531,1.0729281466967264,-0.5816994512361485,-0.49833774212053084,0.7556939915761803,220
MSFT,2022-09-22,Tech,+75 bp,hike,0.0006992249182659069,1.0380946889028846,-0.6759216082044045,-0.5177570132716418,0.7937921609797592,220
MSFT,2023-03-23,Tech,+25 bp,hike,0.0002882007157000345,1.1598045012195048,-0.8661381364230812,-0.5776441328552974,0.7919952670304882,220
MSFT,2024-09-19,Tech,-50 bp,cut,0.00017832528987174012,1.1054285142281577,-0.3705566838780242,-0.4644797502154613,0.5886702825055249,220
MSFT,2024-12-19,Tech,-25 bp,cut,-0.0007352903376083845,1.1372782911314159,-0.2945325130433002,-0.3731563330304367,0.6266490241466649,220
MSFT,2025-09-18,Tech,-25 bp,cut,0.00028018301404300746,0.859025748039556,-0.18089679397063832,-0.4912260888897413,0.5912820966381556,220
MSFT,2025-10-30,Tech,-25 bp,cut,0.00021325824068433834,0.8738966208304673,-0.2537633281246453,-0.48051818480113817,0.5867118979937829,220
MSFT,2025-12-11,Tech,-25 bp,cut,0.0003016321947434232,0.8362125283718604,-0.2734270055669269,-0.5113863801842086,0.5987492906767642,220
GOOGL,2022-03-17,Tech,+25 bp,hike,0.0006613775534641146,1.223798465338098,-0.4089570614573752,-0.23756455911525554,0.5940834304284363,220
GOOGL,2022-06-16,Tech,+75 bp,hike,0.00020885118077120142,1.1765250073912328,-0.5197606983695651,-0.32620824093006007,0.6626293052497796,220
GOOGL,2022-09-22,Tech,+75 bp,hike,6.819341651680788e-05,1.1533658261866957,-0.5665032255370551,-0.40378456429832554,0.7097467099267745,220
GOOGL,2023-03-23,Tech,+25 bp,hike,-0.00039059726186065226,1.1835598580617068,-0.4870296814564553,-0.5671636323197402,0.7178152877930248,220
GOOGL,2024-09-19,Tech,-50 bp,cut,-8.485109620751124e-05,1.2915154046355908,-0.31105184244987905,-0.551454006529105,0.3894806059876472,220
GOOGL,2024-12-19,Tech,-25 bp,cut,-0.000181692916885769,1.1164278546773438,-0.18515575526916708,-0.3677509911998175,0.34316294349648147,220
GOOGL,2025-09-18,Tech,-25 bp,cut,0.0004748816040803539,0.870956051864999,0.1091552968419123,-0.5087155202642978,0.44079256369885855,220
GOOGL,2025-10-30,Tech,-25 bp,cut,0.001339855264681708,0.9130816031184913,0.020429282215800842,-0.51998184737567,0.41277371082642045,220
GOOGL,2025-12-11,Tech,-25 bp,cut,0.0012314471397507896,0.913948096916624,0.020013133410081263,-0.5883456125180256,0.45238177171758287,220
AMZN,2022-03-17,Tech,+25 bp,hike,-0.00043998427056979165,1.0781526617151045,-0.30032699735716084,-0.4617908246639477,0.493250262681142,220
AMZN,2022-06-16,Tech,+75 bp,hike,-0.0009217246592894749,1.3679437875855585,-0.48422433007127536,-0.4389736531785545,0.5309848635006617,220
AMZN,2022-09-22,Tech,+75 bp,hike,0.00034932069482046307,1.423109661646742,-0.41282832857084684,-0.47578236933082674,0.6382814081606916,220
AMZN,2023-03-23,Tech,+25 bp,hike,-0.0011126503470722782,1.4048886634477882,-0.40418715858727794,-0.7949381149437117,0.706506870463959,220
AMZN,2024-09-19,Tech,-50 bp,cut,-0.0001745982209140029,1.5207025230567388,-0.2251636544051709,-0.5205363464743169,0.5124545163028681,220
AMZN,2024-12-19,Tech,-25 bp,cut,-0.00012593408887027365,1.396569953401578,-0.13859438972482388,-0.4954736712093188,0.5167021603890216,220
AMZN,2025-09-18,Tech,-25 bp,cut,1.4840722749020097e-05,1.235879397275899,0.0689516023924113,-0.3853564917284591,0.6386896130088217,220
AMZN,2025-10-30,Tech,-25 bp,cut,0.00027147174186857234,1.252828977404232,0.0645675292376151,-0.36336432826869075,0.6192354311240402,220
