window,point_est_pct,ci_2.5_pct,ci_97.5_pct,bootstrap_SE_pct,naive_SE_pct,n_events,n_boot
"[0,5]",0.002832641993616549,-0.5470733538115342,0.4228275572690366,0.2524650247146295,0.2137911074214903,9,2000
